municipality_code,municipality,date,population_density,population,area_m2
08225014GEMI,"Buchen (Odenwald), Stadt",2023-12-31,132,18349,138928201
08225014GEMI,"Buchen (Odenwald), Stadt",2024-12-31,131,18226,138928208
08225024GEMI,Fahrenbach,2022-12-31,164,2696,16410628
08225024GEMI,Fahrenbach,2023-12-31,163,2668,16410629
08225024GEMI,Fahrenbach,2024-12-31,161,2636,16410630
08225032GEMI,Hardheim,2022-12-31,78,6794,87077545
08225032GEMI,Hardheim,2023-12-31,78,6833,87077547
08225032GEMI,Hardheim,2024-12-31,78,6802,87077546
08225033GEMI,Haßmersheim,2022-12-31,259,4969,19149848
08225033GEMI,Haßmersheim,2023-12-31,262,5008,19149847
08225033GEMI,Haßmersheim,2024-12-31,264,5052,19149846
08225039GEMI,Höpfingen,2022-12-31,101,3069,30481261
08225039GEMI,Höpfingen,2023-12-31,100,3060,30481259
08225039GEMI,Höpfingen,2024-12-31,101,3067,30481258
08225042GEMI,Hüffenhardt,2022-12-31,113,1993,17617477
08225042GEMI,Hüffenhardt,2023-12-31,117,2069,17617476
08225042GEMI,Hüffenhardt,2024-12-31,118,2077,17617478
08225052GEMI,Limbach,2022-12-31,102,4466,43585774
08225052GEMI,Limbach,2023-12-31,103,4478,43585776
08225052GEMI,Limbach,2024-12-31,104,4513,43585762
08225058GEMI,"Mosbach, Stadt",2022-12-31,393,24430,62159824
08225058GEMI,"Mosbach, Stadt",2023-12-31,396,24592,62159824
08225058GEMI,"Mosbach, Stadt",2024-12-31,393,24459,62159828
08225060GEMI,Mudau,2022-12-31,46,4899,107494803
08225060GEMI,Mudau,2023-12-31,46,4935,107494809
08225060GEMI,Mudau,2024-12-31,46,4936,107494811
08225064GEMI,Neckargerach,2022-12-31,149,2277,15306763
08225064GEMI,Neckargerach,2023-12-31,149,2288,15306761
08225064GEMI,Neckargerach,2024-12-31,148,2266,15306761
08225067GEMI,Neckarzimmern,2022-12-31,174,1421,8174174
08225067GEMI,Neckarzimmern,2023-12-31,173,1418,8174174
08225067GEMI,Neckarzimmern,2024-12-31,172,1407,8174172
08225068GEMI,Neunkirchen,2022-12-31,115,1839,15922732
08225068GEMI,Neunkirchen,2023-12-31,117,1858,15922731
08225068GEMI,Neunkirchen,2024-12-31,115,1829,15922734
08225074GEMI,Obrigheim,2022-12-31,221,5348,24252198
08225074GEMI,Obrigheim,2023-12-31,222,5379,24252198
08225074GEMI,Obrigheim,2024-12-31,221,5357,24252199
08225075GEMI,"Osterburken, Stadt",2022-12-31,139,6580,47322799
08225075GEMI,"Osterburken, Stadt",2023-12-31,139,6570,47322798
08225075GEMI,"Osterburken, Stadt",2024-12-31,140,6639,47322796
08225082GEMI,Rosenberg,2022-12-31,50,2045,40942671
08225082GEMI,Rosenberg,2023-12-31,50,2052,40942670
08225082GEMI,Rosenberg,2024-12-31,49,2021,40942668
08225091GEMI,Seckach,2022-12-31,144,4000,27850763
08225091GEMI,Seckach,2023-12-31,145,4037,27850762
08225091GEMI,Seckach,2024-12-31,143,3978,27850765
08225109GEMI,"Walldürn, Stadt",2022-12-31,110,11660,105906716
08225109GEMI,"Walldürn, Stadt",2023-12-31,110,11622,105906711
08225109GEMI,"Walldürn, Stadt",2024-12-31,110,11614,105906716
08225113GEMI,Zwingenberg,2022-12-31,137,647,4715335
08225113GEMI,Zwingenberg,2023-12-31,135,637,4715335
08225113GEMI,Zwingenberg,2024-12-31,133,625,4715336
08225114GEMI,"Ravenstein, Stadt",2022-12-31,54,3011,55968601
08225114GEMI,"Ravenstein, Stadt",2023-12-31,54,3010,55968604
08225114GEMI,"Ravenstein, Stadt",2024-12-31,54,2999,55968601
08225115GEMI,Schefflenz,2022-12-31,105,3881,36963948
08225115GEMI,Schefflenz,2023-12-31,106,3915,36963954
08225115GEMI,Schefflenz,2024-12-31,106,3933,36963954
08225116GEMI,Schwarzach,2022-12-31,361,3020,8358834
08225116GEMI,Schwarzach,2023-12-31,354,2959,8358833
08225116GEMI,Schwarzach,2024-12-31,350,2925,8358832
08225117GEMI,Elztal,2022-12-31,125,5826,46619849
08225117GEMI,Elztal,2023-12-31,126,5857,46619841
08225117GEMI,Elztal,2024-12-31,125,5814,46619836
08225118GEMI,Waldbrunn,2022-12-31,107,4724,44285960
08225118GEMI,Waldbrunn,2023-12-31,106,4699,44285965
08225118GEMI,Waldbrunn,2024-12-31,105,4670,44285967
08226003GEMI,Altlußheim,2022-12-31,392,6252,15960765
08226003GEMI,Altlußheim,2023-12-31,397,6331,15960766
08226003GEMI,Altlußheim,2024-12-31,396,6317,15960764
08226006GEMI,Bammental,2022-12-31,525,6378,12157985
08226006GEMI,Bammental,2023-12-31,523,6358,12158014
08226006GEMI,Bammental,2024-12-31,516,6278,12158015
08226009GEMI,Brühl,2022-12-31,1404,14310,10190003
08226009GEMI,Brühl,2023-12-31,1404,14309,10190002
08226009GEMI,Brühl,2024-12-31,1406,14328,10190003
08226010GEMI,Dielheim,2022-12-31,407,9233,22665945
08226010GEMI,Dielheim,2023-12-31,403,9145,22665948
08226010GEMI,Dielheim,2024-12-31,401,9094,22665946
08226012GEMI,Dossenheim,2022-12-31,896,12679,14154399
08226012GEMI,Dossenheim,2023-12-31,892,12632,14154398
08226012GEMI,Dossenheim,2024-12-31,897,12690,14154397
08226013GEMI,"Eberbach, Stadt",2022-12-31,180,14623,81146364
08226013GEMI,"Eberbach, Stadt",2023-12-31,180,14617,81146360
08226013GEMI,"Eberbach, Stadt",2024-12-31,181,14727,81146353
08226017GEMI,Epfenbach,2022-12-31,186,2410,12967024
08226017GEMI,Epfenbach,2023-12-31,186,2410,12967024
08226017GEMI,Epfenbach,2024-12-31,189,2448,12967024
08226018GEMI,"Eppelheim, Stadt",2022-12-31,2764,15749,5697390
08226018GEMI,"Eppelheim, Stadt",2023-12-31,2766,15757,5697391
08226018GEMI,"Eppelheim, Stadt",2024-12-31,2749,15663,5697390
08226020GEMI,Eschelbronn,2022-12-31,333,2740,8234754
08226020GEMI,Eschelbronn,2023-12-31,339,2788,8234754
08226020GEMI,Eschelbronn,2024-12-31,332,2733,8234752
08226022GEMI,Gaiberg,2022-12-31,561,2326,4146361
08226022GEMI,Gaiberg,2023-12-31,570,2363,4146329
08226022GEMI,Gaiberg,2024-12-31,598,2480,4146331
08226027GEMI,Heddesbach,2022-12-31,59,487,8209768
08226027GEMI,Heddesbach,2023-12-31,59,485,8209768
08226027GEMI,Heddesbach,2024-12-31,57,472,8209776
08226028GEMI,Heddesheim,2022-12-31,827,12164,14705423
08226028GEMI,Heddesheim,2023-12-31,834,12266,14705419
08226028GEMI,Heddesheim,2024-12-31,836,12294,14705421
08226029GEMI,Heiligkreuzsteinach,2022-12-31,133,2615,19602423
08226029GEMI,Heiligkreuzsteinach,2023-12-31,131,2574,19602423
08226029GEMI,Heiligkreuzsteinach,2024-12-31,133,2614,19602424
08226031GEMI,"Hemsbach, Stadt",2022-12-31,929,11942,12853680
08226031GEMI,"Hemsbach, Stadt",2023-12-31,933,11994,12853699
08226031GEMI,"Hemsbach, Stadt",2024-12-31,927,11915,12853698
08226032GEMI,"Hockenheim, Stadt",2022-12-31,621,21629,34837581
08226032GEMI,"Hockenheim, Stadt",2023-12-31,618,21523,34837579
08226032GEMI,"Hockenheim, Stadt",2024-12-31,621,21623,34837581
08226036GEMI,Ilvesheim,2022-12-31,1562,9205,5892922
08226036GEMI,Ilvesheim,2023-12-31,1560,9191,5892917
08226036GEMI,Ilvesheim,2024-12-31,1562,9207,5892914
08226037GEMI,Ketsch,2022-12-31,797,13167,16518357
08226037GEMI,Ketsch,2023-12-31,798,13187,16518356
08226037GEMI,Ketsch,2024-12-31,794,13117,16518359
08226038GEMI,"Ladenburg, Stadt",2022-12-31,666,12646,18999655
08226038GEMI,"Ladenburg, Stadt",2023-12-31,676,12838,18999658
08226038GEMI,"Ladenburg, Stadt",2024-12-31,680,12914,18999660
08226040GEMI,Laudenbach,2022-12-31,631,6491,10287831
08226040GEMI,Laudenbach,2023-12-31,633,6514,10287829
08226040GEMI,Laudenbach,2024-12-31,639,6573,10287812
08226041GEMI,"Leimen, Stadt",2022-12-31,1298,26793,20637857
08226041GEMI,"Leimen, Stadt",2023-12-31,1306,26944,20637857
08226041GEMI,"Leimen, Stadt",2024-12-31,1302,26873,20637864
08226046GEMI,Malsch,2022-12-31,507,3430,6768366
08226046GEMI,Malsch,2023-12-31,503,3404,6768366
08226046GEMI,Malsch,2024-12-31,514,3478,6768365
08226048GEMI,Mauer,2022-12-31,657,4137,6294455
08226048GEMI,Mauer,2023-12-31,657,4135,6294455
08226048GEMI,Mauer,2024-12-31,647,4073,6294465
08226049GEMI,Meckesheim,2022-12-31,326,5318,16326468
08226049GEMI,Meckesheim,2023-12-31,323,5279,16326466
08226049GEMI,Meckesheim,2024-12-31,325,5298,16326467
08226054GEMI,Mühlhausen,2022-12-31,574,8778,15303139
08226054GEMI,Mühlhausen,2023-12-31,575,8803,15303142
08226054GEMI,Mühlhausen,2024-12-31,572,8753,15303137
08226055GEMI,"Neckarbischofsheim, Stadt",2022-12-31,158,4185,26405099
08226055GEMI,"Neckarbischofsheim, Stadt",2023-12-31,158,4169,26405100
08226055GEMI,"Neckarbischofsheim, Stadt",2024-12-31,159,4195,26405098
08226056GEMI,"Neckargemünd, Stadt",2022-12-31,509,13318,26161060
08226056GEMI,"Neckargemünd, Stadt",2023-12-31,511,13368,26161062
08226056GEMI,"Neckargemünd, Stadt",2024-12-31,510,13335,26161061
08226058GEMI,Neidenstein,2022-12-31,273,1771,6481058
08226058GEMI,Neidenstein,2023-12-31,274,1777,6481058
08226058GEMI,Neidenstein,2024-12-31,273,1769,6481058
08226059GEMI,Neulußheim,2022-12-31,2104,7121,3384730
08226059GEMI,Neulußheim,2023-12-31,2107,7130,3384727
08226059GEMI,Neulußheim,2024-12-31,2116,7162,3384729
08226060GEMI,Nußloch,2022-12-31,836,11350,13584367
08226060GEMI,Nußloch,2023-12-31,837,11364,13584367
08226060GEMI,Nußloch,2024-12-31,841,11418,13584370
08226062GEMI,Oftersheim,2022-12-31,957,12220,12775677
08226062GEMI,Oftersheim,2023-12-31,959,12253,12775677
08226062GEMI,Oftersheim,2024-12-31,961,12272,12775677
08226063GEMI,Plankstadt,2022-12-31,1228,10442,8503419
08226063GEMI,Plankstadt,2023-12-31,1241,10550,8503420
08226063GEMI,Plankstadt,2024-12-31,1252,10644,8503417
08226065GEMI,"Rauenberg, Stadt",2022-12-31,786,8737,11118990
08226065GEMI,"Rauenberg, Stadt",2023-12-31,785,8728,11118987
08226065GEMI,"Rauenberg, Stadt",2024-12-31,780,8675,11118991
08226066GEMI,Reichartshausen,2022-12-31,213,2125,9999499
08226066GEMI,Reichartshausen,2023-12-31,215,2152,9999502
08226066GEMI,Reichartshausen,2024-12-31,215,2154,9999523
08226068GEMI,Reilingen,2022-12-31,498,8135,16346185
08226068GEMI,Reilingen,2023-12-31,509,8328,16346187
08226068GEMI,Reilingen,2024-12-31,514,8404,16346187
08226076GEMI,Sandhausen,2022-12-31,1056,15368,14552038
08226076GEMI,Sandhausen,2023-12-31,1054,15340,14552037
08226076GEMI,Sandhausen,2024-12-31,1053,15330,14552036
08226080GEMI,"Schönau, Stadt",2022-12-31,197,4424,22489698
08226080GEMI,"Schönau, Stadt",2023-12-31,193,4351,22489716
08226080GEMI,"Schönau, Stadt",2024-12-31,194,4369,22489717
08226081GEMI,Schönbrunn,2022-12-31,84,2889,34474960
08226081GEMI,Schönbrunn,2023-12-31,85,2916,34474954
08226081GEMI,Schönbrunn,2024-12-31,84,2901,34474934
08226082GEMI,"Schriesheim, Stadt",2022-12-31,479,15145,31610509
08226082GEMI,"Schriesheim, Stadt",2023-12-31,486,15368,31610484
08226082GEMI,"Schriesheim, Stadt",2024-12-31,481,15209,31610482
08226084GEMI,"Schwetzingen, Stadt",2022-12-31,1022,21988,21504935
08226084GEMI,"Schwetzingen, Stadt",2023-12-31,1002,21549,21504938
08226084GEMI,"Schwetzingen, Stadt",2024-12-31,1012,21767,21504937
08226085GEMI,"Sinsheim, Stadt",2022-12-31,291,36894,126987161
08226085GEMI,"Sinsheim, Stadt",2023-12-31,294,37283,126987154
08226085GEMI,"Sinsheim, Stadt",2024-12-31,292,37036,126987163
08226086GEMI,Spechbach,2022-12-31,199,1697,8520594
08226086GEMI,Spechbach,2023-12-31,206,1757,8520594
08226086GEMI,Spechbach,2024-12-31,207,1761,8520595
08226091GEMI,"Waibstadt, Stadt",2022-12-31,226,5779,25574657
08226091GEMI,"Waibstadt, Stadt",2023-12-31,225,5766,25574657
08226091GEMI,"Waibstadt, Stadt",2024-12-31,227,5794,25574659
08226095GEMI,"Walldorf, Stadt",2022-12-31,807,16066,19906810
08226095GEMI,"Walldorf, Stadt",2023-12-31,812,16174,19906810
08226095GEMI,"Walldorf, Stadt",2024-12-31,813,16188,19906810
08226096GEMI,"Weinheim, Stadt",2022-12-31,786,45658,58108849
08226096GEMI,"Weinheim, Stadt",2023-12-31,788,45775,58108853
08226096GEMI,"Weinheim, Stadt",2024-12-31,789,45852,58108852
08226097GEMI,Wiesenbach,2022-12-31,284,3161,11134478
08226097GEMI,Wiesenbach,2023-12-31,283,3153,11134478
08226097GEMI,Wiesenbach,2024-12-31,286,3181,11134479
08226098GEMI,"Wiesloch, Stadt",2022-12-31,906,27406,30244020
08226098GEMI,"Wiesloch, Stadt",2023-12-31,910,27507,30244019
08226098GEMI,"Wiesloch, Stadt",2024-12-31,917,27731,30244015
08226099GEMI,Wilhelmsfeld,2022-12-31,675,3208,4754849
08226099GEMI,Wilhelmsfeld,2023-12-31,700,3328,4754827
08226099GEMI,Wilhelmsfeld,2024-12-31,701,3332,4754827
08226101GEMI,Zuzenhausen,2022-12-31,196,2284,11638597
08226101GEMI,Zuzenhausen,2023-12-31,200,2332,11638598
08226101GEMI,Zuzenhausen,2024-12-31,201,2343,11638596
08226102GEMI,Angelbachtal,2022-12-31,289,5177,17923445
08226102GEMI,Angelbachtal,2023-12-31,292,5238,17923448
08226102GEMI,Angelbachtal,2024-12-31,296,5299,17923446
08226103GEMI,St. Leon-Rot,2022-12-31,546,13953,25561469
08226103GEMI,St. Leon-Rot,2023-12-31,548,14004,25561470
08226103GEMI,St. Leon-Rot,2024-12-31,547,13979,25561470
08226104GEMI,Lobbach,2022-12-31,160,2380,14908858
08226104GEMI,Lobbach,2023-12-31,159,2368,14908858
08226104GEMI,Lobbach,2024-12-31,158,2353,14908859
08226105GEMI,Edingen-Neckarhausen,2022-12-31,1196,14394,12038258
08226105GEMI,Edingen-Neckarhausen,2023-12-31,1199,14432,12038171
08226105GEMI,Edingen-Neckarhausen,2024-12-31,1214,14612,12038173
08226106GEMI,Helmstadt-Bargen,2022-12-31,137,3840,27946015
08226106GEMI,Helmstadt-Bargen,2023-12-31,138,3868,27946014
08226106GEMI,Helmstadt-Bargen,2024-12-31,139,3887,27946008
08226107GEMI,Hirschberg an der Bergstraße,2022-12-31,785,9699,12350952
08226107GEMI,Hirschberg an der Bergstraße,2023-12-31,781,9644,12350946
08226107GEMI,Hirschberg an der Bergstraße,2024-12-31,781,9647,12350948
08231000GEMI,"Pforzheim, Stadt",2022-12-31,1366,133896,97986345
08231000GEMI,"Pforzheim, Stadt",2023-12-31,1379,135087,97986315
08231000GEMI,"Pforzheim, Stadt",2024-12-31,1377,134912,97986300
08235006GEMI,"Altensteig, Stadt",2022-12-31,204,10847,53188314
08235006GEMI,"Altensteig, Stadt",2023-12-31,205,10917,53188237
08235006GEMI,"Altensteig, Stadt",2024-12-31,203,10798,53188235
08235007GEMI,Althengstett,2022-12-31,406,7787,19157614
08235007GEMI,Althengstett,2023-12-31,414,7935,19157640
08235007GEMI,Althengstett,2024-12-31,412,7886,19157672
08235008GEMI,"Bad Liebenzell, Stadt",2022-12-31,274,9265,33779145
08235008GEMI,"Bad Liebenzell, Stadt",2023-12-31,275,9302,33779145
08235008GEMI,"Bad Liebenzell, Stadt",2024-12-31,275,9301,33779153
08235018GEMI,Dobel,2022-12-31,127,2333,18409043
08235018GEMI,Dobel,2023-12-31,124,2290,18409044
08235018GEMI,Dobel,2024-12-31,125,2297,18409034
08235020GEMI,Ebhausen,2022-12-31,193,4747,24561391
08235020GEMI,Ebhausen,2023-12-31,196,4824,24561392
08235020GEMI,Ebhausen,2024-12-31,199,4890,24561512
08235022GEMI,Egenhausen,2022-12-31,203,2029,10015248
08235022GEMI,Egenhausen,2023-12-31,207,2077,10015248
08235022GEMI,Egenhausen,2024-12-31,210,2099,10015247
08235025GEMI,Enzklösterle,2022-12-31,67,1349,20183539
08235025GEMI,Enzklösterle,2023-12-31,65,1319,20183676
08235025GEMI,Enzklösterle,2024-12-31,61,1240,20183678
08235029GEMI,Gechingen,2022-12-31,247,3626,14678963
08235029GEMI,Gechingen,2023-12-31,249,3659,14678939
08235029GEMI,Gechingen,2024-12-31,247,3621,14678855
08235032GEMI,"Haiterbach, Stadt",2022-12-31,203,5860,28915939
08235032GEMI,"Haiterbach, Stadt",2023-12-31,203,5884,28915937
08235032GEMI,"Haiterbach, Stadt",2024-12-31,203,5872,28915934
08235033GEMI,"Bad Herrenalb, Stadt",2022-12-31,229,7567,33009081
08235033GEMI,"Bad Herrenalb, Stadt",2023-12-31,231,7640,33009082
08235033GEMI,"Bad Herrenalb, Stadt",2024-12-31,233,7694,33009081
08235035GEMI,Höfen an der Enz,2022-12-31,179,1623,9069683
08235035GEMI,Höfen an der Enz,2023-12-31,179,1622,9069683
08235035GEMI,Höfen an der Enz,2024-12-31,179,1620,9069685
08235046GEMI,"Nagold, Stadt",2022-12-31,371,23435,63095115
08235046GEMI,"Nagold, Stadt",2023-12-31,377,23781,63095097
08235046GEMI,"Nagold, Stadt",2024-12-31,378,23864,63095103
08235047GEMI,"Neubulach, Stadt",2022-12-31,231,5703,24685283
08235047GEMI,"Neubulach, Stadt",2023-12-31,232,5726,24685284
08235047GEMI,"Neubulach, Stadt",2024-12-31,231,5713,24685288
08235050GEMI,Neuweiler,2022-12-31,61,3139,51286039
08235050GEMI,Neuweiler,2023-12-31,61,3136,51286040
08235050GEMI,Neuweiler,2024-12-31,61,3133,51286037
08235055GEMI,Oberreichenbach,2022-12-31,83,2976,35975978
08235055GEMI,Oberreichenbach,2023-12-31,84,3028,35975976
08235055GEMI,Oberreichenbach,2024-12-31,84,3015,35975969
08235057GEMI,Ostelsheim,2022-12-31,273,2525,9233554
08235057GEMI,Ostelsheim,2023-12-31,272,2515,9233584
08235057GEMI,Ostelsheim,2024-12-31,276,2549,9233587
08235060GEMI,Rohrdorf,2022-12-31,493,1935,3923892
08235060GEMI,Rohrdorf,2023-12-31,494,1939,3923893
08235060GEMI,Rohrdorf,2024-12-31,507,1990,3923893
08235065GEMI,Schömberg,2022-12-31,206,7678,37210667
08235065GEMI,Schömberg,2023-12-31,206,7667,37210664
08235065GEMI,Schömberg,2024-12-31,205,7620,37210661
08235066GEMI,Simmersfeld,2022-12-31,51,2240,44161030
08235066GEMI,Simmersfeld,2023-12-31,50,2207,44161112
08235066GEMI,Simmersfeld,2024-12-31,50,2206,44161105
08235067GEMI,Simmozheim,2022-12-31,300,2856,9507912
08235067GEMI,Simmozheim,2023-12-31,297,2825,9507854
08235067GEMI,Simmozheim,2024-12-31,300,2848,9507863
08235073GEMI,Unterreichenbach,2022-12-31,375,2362,6304271
08235073GEMI,Unterreichenbach,2023-12-31,377,2374,6304270
08235073GEMI,Unterreichenbach,2024-12-31,382,2409,6304272
08235079GEMI,"Bad Wildbad, Stadt",2022-12-31,98,10317,105219142
08235079GEMI,"Bad Wildbad, Stadt",2023-12-31,99,10430,105219007
08235079GEMI,"Bad Wildbad, Stadt",2024-12-31,99,10388,105218993
08235080GEMI,"Wildberg, Stadt",2022-12-31,178,10081,56675993
08235080GEMI,"Wildberg, Stadt",2023-12-31,177,10009,56675992
08235080GEMI,"Wildberg, Stadt",2024-12-31,176,9977,56675878
08235084GEMI,"Bad Teinach-Zavelstein, Stadt",2022-12-31,125,3138,25169523
08235084GEMI,"Bad Teinach-Zavelstein, Stadt",2023-12-31,124,3132,25169520
08235084GEMI,"Bad Teinach-Zavelstein, Stadt",2024-12-31,128,3220,25169524
08235085GEMI,"Calw, Stadt",2022-12-31,413,24721,59877256
08235085GEMI,"Calw, Stadt",2023-12-31,417,24943,59877268
08235085GEMI,"Calw, Stadt",2024-12-31,418,25001,59877325
08236004GEMI,Birkenfeld,2022-12-31,537,10223,19039947
08236004GEMI,Birkenfeld,2023-12-31,539,10255,19039936
08236004GEMI,Birkenfeld,2024-12-31,537,10224,19039957
08236011GEMI,Eisingen,2022-12-31,572,4593,8035639
08236011GEMI,Eisingen,2023-12-31,577,4640,8035639
08236011GEMI,Eisingen,2024-12-31,578,4648,8035640
08236013GEMI,Engelsbrand,2022-12-31,291,4423,15176254
08236013GEMI,Engelsbrand,2023-12-31,291,4423,15176253
08236013GEMI,Engelsbrand,2024-12-31,295,4470,15176247
08236019GEMI,Friolzheim,2022-12-31,476,4063,8538398
08236019GEMI,Friolzheim,2023-12-31,471,4023,8538398
08236019GEMI,Friolzheim,2024-12-31,476,4062,8538400
08236025GEMI,"Heimsheim, Stadt",2022-12-31,381,5448,14297557
08236025GEMI,"Heimsheim, Stadt",2023-12-31,385,5499,14297558
08236025GEMI,"Heimsheim, Stadt",2024-12-31,387,5530,14297557
08236028GEMI,Illingen,2022-12-31,264,7748,29393520
08236028GEMI,Illingen,2023-12-31,266,7823,29393522
08236028GEMI,Illingen,2024-12-31,265,7791,29393523
08236030GEMI,Ispringen,2022-12-31,709,5824,8216963
08236030GEMI,Ispringen,2023-12-31,718,5900,8216963
08236030GEMI,Ispringen,2024-12-31,726,5968,8216964
08236031GEMI,Kieselbronn,2022-12-31,346,2983,8629082
08236031GEMI,Kieselbronn,2023-12-31,348,3000,8629084
08236031GEMI,Kieselbronn,2024-12-31,339,2923,8629083
08236033GEMI,"Knittlingen, Stadt",2022-12-31,308,8106,26328679
08236033GEMI,"Knittlingen, Stadt",2023-12-31,306,8059,26328676
08236033GEMI,"Knittlingen, Stadt",2024-12-31,311,8188,26328691
08236038GEMI,"Maulbronn, Stadt",2022-12-31,252,6393,25400261
08236038GEMI,"Maulbronn, Stadt",2023-12-31,255,6471,25400261
08236038GEMI,"Maulbronn, Stadt",2024-12-31,254,6452,25400261
08236039GEMI,Mönsheim,2022-12-31,178,2990,16793080
08236039GEMI,Mönsheim,2023-12-31,176,2956,16793081
08236039GEMI,Mönsheim,2024-12-31,174,2924,16793080
08236040GEMI,"Mühlacker, Stadt",2022-12-31,489,26576,54323831
08236040GEMI,"Mühlacker, Stadt",2023-12-31,494,26852,54323830
08236040GEMI,"Mühlacker, Stadt",2024-12-31,493,26787,54323832
08236043GEMI,"Neuenbürg, Stadt",2022-12-31,291,8199,28152135
08236043GEMI,"Neuenbürg, Stadt",2023-12-31,293,8248,28152137
08236043GEMI,"Neuenbürg, Stadt",2024-12-31,290,8162,28152132
08236044GEMI,Neuhausen,2022-12-31,174,5167,29750211
08236044GEMI,Neuhausen,2023-12-31,173,5141,29750210
08236044GEMI,Neuhausen,2024-12-31,171,5095,29750211
08236046GEMI,Niefern-Öschelbronn,2022-12-31,565,12446,22018679
08236046GEMI,Niefern-Öschelbronn,2023-12-31,567,12492,22018678
08236046GEMI,Niefern-Öschelbronn,2024-12-31,563,12402,22018682
08236050GEMI,Ötisheim,2022-12-31,325,4634,14259134
08236050GEMI,Ötisheim,2023-12-31,335,4782,14259133
08236050GEMI,Ötisheim,2024-12-31,334,4761,14259133
08236061GEMI,Sternenfels,2022-12-31,162,2814,17319842
08236061GEMI,Sternenfels,2023-12-31,162,2800,17319841
08236061GEMI,Sternenfels,2024-12-31,162,2802,17319844
08236062GEMI,Tiefenbronn,2022-12-31,357,5275,14783459
08236062GEMI,Tiefenbronn,2023-12-31,361,5331,14783458
08236062GEMI,Tiefenbronn,2024-12-31,360,5315,14783463
08236065GEMI,Wiernsheim,2022-12-31,274,6741,24618680
08236065GEMI,Wiernsheim,2023-12-31,276,6792,24618680
08236065GEMI,Wiernsheim,2024-12-31,275,6778,24618680
08236067GEMI,Wimsheim,2022-12-31,344,2773,8059783
08236067GEMI,Wimsheim,2023-12-31,346,2789,8059782
08236067GEMI,Wimsheim,2024-12-31,351,2831,8059784
08236068GEMI,Wurmberg,2022-12-31,441,3241,7354149
08236068GEMI,Wurmberg,2023-12-31,445,3276,7354148
08236068GEMI,Wurmberg,2024-12-31,444,3264,7354148
08236070GEMI,Keltern,2022-12-31,293,8733,29816620
08236070GEMI,Keltern,2023-12-31,293,8738,29816621
08236070GEMI,Keltern,2024-12-31,292,8693,29816629
08236071GEMI,Remchingen,2022-12-31,494,11882,24056528
08236071GEMI,Remchingen,2023-12-31,491,11823,24056529
08236071GEMI,Remchingen,2024-12-31,490,11798,24056529
08236072GEMI,Straubenhardt,2022-12-31,342,11319,33080923
08236072GEMI,Straubenhardt,2023-12-31,343,11331,33080923
